"(x1, x2)",y,mean,variance,std,mae,time
"(0.3044495945512764, -1.6684064469821986)",-0.7142144204187799,6.973035901429897,65.22056358712149,8.07592493694199,8.886335901429895,0.0006270999999999916
"(-0.9501299798643565, -1.613608791066264)",-1.7148504040779633,3.8160999147826606,27.997945096347955,5.291308448422559,5.72939991478266,0.000644599999999329
"(-0.9455505544603532, -1.6684064469821986)",-1.7336615984717563,2.878532203083826,20.59073638117912,4.537701662866249,4.791832203083825,0.0007212999999994807
"(-0.945551150506872, -1.668296297585523)",-1.7336400757016381,1.324505641701058,33.55535725909512,5.792698616283702,3.237805641701057,0.0006308999999999898
"(-0.9372619315698065, 1.8314863242490675)",15.43029930164928,5.503419289846733,79.73276090815139,8.929320293737446,7.4167192898467365,0.000823500000000088
"(-0.9372625276163253, -1.6685140929834954)",-1.7412054663607508,5.164019568199601,77.06246222499121,8.778522781481586,7.077319568199604,0.0007643000000001621
"(-0.9220496323167839, 1.8314904965746992)",15.332944380438018,5.133705880293294,70.86930791412598,8.41839105257804,7.047005880293294,0.0005876999999996357
"(-0.9220603611541225, -1.6685140929834954)",-1.754556514804782,4.247322598412124,66.6737693264436,8.16540074499982,6.160622598412124,0.0005792000000006681
"(-0.9220591690610849, -1.6685099206578637)",-1.7545568917664767,4.234988873437873,66.47619408515337,8.153293450204854,6.148288873437875,0.000582699999999825
"(-0.9220496323167839, 1.8314904965746992)",15.332944380438018,3.957616197519563,71.93983919944432,8.481735624236606,5.870916197519561,0.0005748000000007636
"(-0.9220073130139486, 1.8314904965746992)",15.33267383874045,5.934822382288691,72.26587612500137,8.500933838408658,7.8481223822886905,0.0005683000000002991
"(-0.9219119455709393, -1.6685099206578637)",-1.754683342287446,10.206682121264276,61.31648848477162,7.830484562577952,12.119982121264279,0.0005635999999995533
"(-0.9218976404544879, 1.8314904965746992)",15.331972726686248,2.5234303626110206,54.90536993716182,7.409815782943718,4.436730362611021,0.0005597000000001628
"(-0.9218976404544879, 1.8314904965746992)",15.331972726686248,5.93433871484213,72.25912691925842,8.500536860649357,7.8476387148421285,0.0005829000000003859
"(-0.9218976404544879, -1.6685099206578637)",-1.7546956260620648,7.054414253308741,69.78989756422443,8.354034807458277,8.967714253308742,0.000746699999999656
"(-0.921897044407969, -1.6685099206578637)",-1.7546961378747996,1.5787032844247264,64.85765921522736,8.053425309470956,3.4920032844247273,0.0006224999999995262
"(-0.921897044407969, -1.6685099206578637)",-1.7546961378747996,1.8381503569759645,46.09694078461331,6.789472791359673,3.751450356975964,0.0005623999999997409
"(-0.921897044407969, 1.8314904965746992)",15.33196891633444,8.509821688433052,70.24308360482414,8.381114699419411,10.423121688433053,0.0005782999999999205
"(-0.921897044407969, -1.6685099206578637)",-1.7546961378747996,7.2795140025907585,69.17933744279442,8.317411703336226,9.19281400259076,0.0005814000000006203
"(-0.9218976404544879, 1.8314904965746992)",15.331972726686248,5.4621736861663654,80.6812064717118,8.98227178790042,7.375473686166366,0.0005639000000003946
"(-0.9218976404544879, -1.6685099206578637)",-1.7546956260620648,7.818355360353854,75.54015329430764,8.691383853812214,9.731655360353853,0.0005861999999998702
"(-0.921897044407969, -1.6685099206578637)",-1.7546961378747996,2.5206907424794682,54.7098939681127,7.396613682497735,4.433990742479471,0.0006262000000001322
"(-0.9218976404544879, -1.6685099206578637)",-1.7546956260620648,5.080068384227821,70.07100927569178,8.37084280557769,6.993368384227823,0.0005724000000002505
"(-0.921897044407969, 1.8314904965746992)",15.33196891633444,5.342715635922489,67.78910945999897,8.233414204326111,7.25601563592249,0.0005512999999996993
"(-0.921897044407969, -1.6685099206578637)",-1.7546961378747996,5.934304154496087,72.25865575003634,8.50050914651801,7.847604154496087,0.0006341999999994741
"(-0.921897044407969, 1.8314904965746992)",15.33196891633444,5.07997035582349,70.0689895004334,8.3707221612256,6.9932703558234905,0.0006447000000004977
"(-0.9218976404544879, 1.8314904965746992)",15.331972726686248,5.934304381987446,72.25866527291639,8.500509706653855,7.84760438198745,0.0005617999999998347
"(-0.921897044407969, 1.8314904965746992)",15.33196891633444,8.49772904605299,70.06028111266944,8.370201975619791,10.411029046052992,0.0005956999999998658
"(-0.9218976404544879, -1.6685099206578637)",-1.7546956260620648,4.879722823445521,75.6334419316133,8.696748928859181,6.793022823445521,0.0005717000000000638
"(-0.9218976404544879, -1.6685099206578637)",-1.7546956260620648,9.505928189645198,63.44466653746815,7.965216038342472,11.4192281896452,0.0007801000000000613
"(-0.921897044407969, 1.8314904965746992)",15.33196891633444,4.226035494816196,66.41480826885896,8.149528100992042,6.139335494816195,0.0006550000000000722
